SMILES_Ligands,Counterion,Abbreviation_in_the_article,IC50_Dark(M*10^-6),IC50_Dark_standard_error(M*10^-6),IC50_Dark_value,IC50_Light(M*10^-6),IC50_Light_standard_error(M*10^-6),IC50_Light_value,Excitation_Wavelength(nm),Irradiation_Time(minutes),Irradiation_Power(W*m^-2),Cell_line,Time(h),DOI,Year,IC50_Cisplatin(M*10^-6),IC50_Cisplatin_standard_error(M*10^-6),IC50_Cisplatin_value,IC50_class,num_ligands,Scaffold
Brc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Λ-[Ru(bpy)2PBIP]2+,3.48,1.0,3.48,,,,,,,PC-3,,10.1039/d3dt01584j,2023,,,,1,3,c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
Brc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Λ-[Ru(bpy)2PBIP]2+,27.2,3.7,27.2,,,,,,,HeLa,,10.1039/d3dt01584j,2023,,,,0,3,c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,1,>200,,200.0,,,,,,,SGC-7901,48.0,10.1007/s11243-018-0264-y,2018,3.6,0.5,3.6,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,2,91.8,3.6,91.8,,,,,,,SGC-7901,48.0,10.1007/s11243-018-0264-y,2018,3.6,0.5,3.6,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,3,8.2,0.6,8.2,,,,,,,SGC-7901,48.0,10.1007/s11243-018-0264-y,2018,3.6,0.5,3.6,1,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,4,10.4,2.2,10.4,,,,,,,SGC-7901,48.0,10.1007/s11243-018-0264-y,2018,3.6,0.5,3.6,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.Cc1ccc2ccc3ccc(C)nc3c2n1.Cc1ccc2ccc3ccc(C)nc3c2n1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,5,4.97,1.0,4.97,,,,,,,SGC-7901,48.0,10.1007/s11243-018-0264-y,2018,3.6,0.5,3.6,1,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,1,>200,,200.0,,,,,,,PC-12,48.0,10.1007/s11243-018-0264-y,2018,11.2,0.7,11.2,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,2,>200,,200.0,,,,,,,PC-12,48.0,10.1007/s11243-018-0264-y,2018,11.2,0.7,11.2,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,3,11.2,0.7,11.2,,,,,,,PC-12,48.0,10.1007/s11243-018-0264-y,2018,11.2,0.7,11.2,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,4,>200,,200.0,,,,,,,PC-12,48.0,10.1007/s11243-018-0264-y,2018,11.2,0.7,11.2,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.Cc1ccc2ccc3ccc(C)nc3c2n1.Cc1ccc2ccc3ccc(C)nc3c2n1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,5,28.4,2.1,28.4,,,,,,,PC-12,48.0,10.1007/s11243-018-0264-y,2018,11.2,0.7,11.2,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,1,>200,,200.0,,,,,,,SiHa,48.0,10.1007/s11243-018-0264-y,2018,13.6,2.2,13.6,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,2,>200,,200.0,,,,,,,SiHa,48.0,10.1007/s11243-018-0264-y,2018,13.6,2.2,13.6,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,3,12.3,0.3,12.3,,,,,,,SiHa,48.0,10.1007/s11243-018-0264-y,2018,13.6,2.2,13.6,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,4,85.5,3.2,85.5,,,,,,,SiHa,48.0,10.1007/s11243-018-0264-y,2018,13.6,2.2,13.6,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.Cc1ccc2ccc3ccc(C)nc3c2n1.Cc1ccc2ccc3ccc(C)nc3c2n1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,5,76.0,4.4,76.0,,,,,,,SiHa,48.0,10.1007/s11243-018-0264-y,2018,13.6,2.2,13.6,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,1,>200,,200.0,,,,,,,HepG2,48.0,10.1007/s11243-018-0264-y,2018,11.5,1.2,11.5,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,2,>200,,200.0,,,,,,,HepG2,48.0,10.1007/s11243-018-0264-y,2018,11.5,1.2,11.5,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,3,37.0,1.2,37.0,,,,,,,HepG2,48.0,10.1007/s11243-018-0264-y,2018,11.5,1.2,11.5,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,4,>200,,200.0,,,,,,,HepG2,48.0,10.1007/s11243-018-0264-y,2018,11.5,1.2,11.5,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.Cc1ccc2ccc3ccc(C)nc3c2n1.Cc1ccc2ccc3ccc(C)nc3c2n1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,5,1.5,0.2,1.5,,,,,,,HepG2,48.0,10.1007/s11243-018-0264-y,2018,11.5,1.2,11.5,1,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,1,25.5,1.3,25.5,,,,,,,BEL-7402,48.0,10.1007/s11243-018-0264-y,2018,11.5,1.3,11.5,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,2,45.7,4.2,45.7,,,,,,,BEL-7402,48.0,10.1007/s11243-018-0264-y,2018,11.5,1.3,11.5,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,3,6.5,0.4,6.5,,,,,,,BEL-7402,48.0,10.1007/s11243-018-0264-y,2018,11.5,1.3,11.5,1,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,4,13.2,1.2,13.2,,,,,,,BEL-7402,48.0,10.1007/s11243-018-0264-y,2018,11.5,1.3,11.5,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.Cc1ccc2ccc3ccc(C)nc3c2n1.Cc1ccc2ccc3ccc(C)nc3c2n1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,5,9.1,1.1,9.1,,,,,,,BEL-7402,48.0,10.1007/s11243-018-0264-y,2018,11.5,1.3,11.5,1,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,1,>200,,200.0,,,,,,,A549,48.0,10.1007/s11243-018-0264-y,2018,7.5,1.3,7.5,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,2,>200,,200.0,,,,,,,A549,48.0,10.1007/s11243-018-0264-y,2018,7.5,1.3,7.5,0,3,C1=CC2CC1CC2c1nc2c3cccnc3c3ncccc3c2[nH]1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
