DOI,Authors
10.1021/acs.inorgchem.6b00309,"Du Jun, Kang Yan, Zhao Yao, Zheng Wei, Zhang Yang, Lin Yu, Wang Zhaoying, Wang Yuanyuan, Luo Qun, Wu Kui, Wang Fuyi"
10.1002/ejic.200601196,"Grguric‐Sipka Sanja, Kowol Christian R., Valiahdi Seied‐Mojtaba, Eichinger Rene, Jakupec Michael A., Roller Alexander, Shova Sergiu, Arion Vladimir B., Keppler Bernhard K."
10.1021/acs.inorgchem.8b02541,"Brissos Rosa F., Clavero Pau, Gallen Albert, Grabulosa Arnald, Barrios Leoní A., Caballero Ana B., Korrodi-Gregório Luís, Pérez-Tomás Ricardo, Muller Guillermo, Soto-Cerrato Vanessa, Gamez Patrick"
10.1021/om900991b,"Phillips Andrew D., Zava Olivier, Scopelitti Rosario, Nazarov Alexey A., Dyson Paul J."
10.1021/acs.inorgchem.0c02928,"Roy Nilmadhab, Sen Utsav, Madaan Yukti, Muthukumar Venkatesan, Varddhan Seshu, Sahoo Suban K., Panda Debashis, Bose Bipasha, Paira Priyankar"
10.1002/ejic.201601137,"Chan Hazel, Ghrayche Joy B., Wei Jianhua, Renfrew Anna K."
10.1016/j.ejmech.2017.08.059,"Kaulage Mangesh H., Maji Basudeb, Pasadi Sanjeev, Bhattacharya Santanu, Muniyappa K."
10.1016/j.jinorgbio.2015.09.006,"Kaluđerović Goran N., Krajnović Tamara, Momcilovic Miljana, Stosic-Grujicic Stanislava, Mijatović Sanja, Maksimović-Ivanić Danijela, Hey-Hawkins Evamarie"
10.1016/j.jinorgbio.2016.08.010,"Carnizello Andréa P., Barbosa Marília I.F., Martins Monize, Ferreira Natália H., Oliveira Pollyanna F., Magalhães Geórgia M., Batista Alzir A., Tavares Denise C."
10.1016/j.ica.2016.04.031,"Pettinari Riccardo, Marchetti Fabio, Petrini Agnese, Pettinari Claudio, Lupidi Giulio, Fernández Belén, Diéguez Antonio Rodríguez, Santoni Giorgio, Nabissi Massimo"
10.1039/c4mt00158c,"Wu Qiong, He Jiangtu, Mei Wenjie, Zhang Zhao, Wu Xiaohui, Sun Fenyong"
10.1021/acs.jmedchem.0c00431,"Notaro Anna, Frei Angelo, Rubbiani Riccardo, Jakubaszek Marta, Basu Uttara, Koch Severin, Mari Cristina, Dotou Mazzarine, Blacque Olivier, Gouyon Jérémie, Bedioui Fethi, Rotthowe Nils, Winter Rainer F., Goud Bruno, Ferrari Stefano, Tharaud Mickaël, Řezáčová Martina, Humajová Jana, Tomšík Pavel, Gasser Gilles"
10.3390/ijms17050775,"Lu Yiyu, Shen Ting, Yang Hua, Gu Weiguang"
10.1039/c6dt03306g,"Su Wei, Tang Zhaofeng, Li Peiyuan, Wang Gufeng, Xiao Qi, Li Yuchun, Huang Shan, Gu Yunqiong, Lai Zefeng, Zhang Yuexing"
10.1016/j.jinorgbio.2019.01.011,"Chen Jin-can, Zhang Yao, Jie Xin-ming, She Ji, Dongye Guang-zhi, Zhong Yu, Deng Yuan-yuan, Wang Jie, Guo Bo-yang, Chen Lan-mei"
10.1016/j.msec.2016.08.043,"Mohanraj Maruthachalam, Ayyannan Ganesan, Raja Gunasekaran, Jayabalakrishnan Chinnasamy"
10.1016/j.jorganchem.2018.03.013,"Raj Kumar Ramasamy, Ramesh Rengan, Małecki Jan Grzegorz"
10.1021/acs.jmedchem.0c02006,"Karges Johannes, Tharaud Mickaël, Gasser Gilles"
10.1039/C9RA02615K,"Mehanna Stephanie, Mansour Najwa, Audi Hassib, Bodman-Smith Kikki, Mroueh Mohamad A., Taleb Robin I., Daher Costantine F., Khnayzer Rony S."
10.1002/ejic.201800194,"Mansour Najwa, Mehanna Stephanie, Mroueh Mohamad A., Audi Hassib, Bodman‐Smith Kikki, Daher Costantine F., Taleb Robin I., El‐Sibai Mirvat, Khnayzer Rony S."
10.1021/mp300723b,"Grau-Campistany Ariadna, Massaguer Anna, Carrion-Salip Dolors, Barragán Flavia, Artigas Gerard, López-Senín Paula, Moreno Virtudes, Marchán Vicente"
10.1039/c8dt03738h,"Velozo-Sá Vivianne S., Pereira Luciano R., Lima Aliny P., Mello-Andrade Francyelli, Rezende Manuela R. M., Goveia Rebeca M., Pires Wanessa C., Silva Monize M., Oliveira Katia M., Ferreira Antonio G., Ellena Javier, Deflon Victor M., Grisolia Cesar Koppe, Batista Alzir A., Silveira-Lacerda Elisângela P."
10.1039/d0dt03107k,"Mondal Ashaparna, Sen Utsav, Roy Nilmadhab, Muthukumar Venkatesan, Sahoo Suban Kumar, Bose Bipasha, Paira Priyankar"
10.1021/acs.inorgchem.0c01860,"Li Shuang, Zhao Jian, Wang Xinyi, Xu Gang, Gou Shaohua, Zhao Qiang"
10.1039/c7nj03819d,"Vuradi Ravi Kumar, Dandu Kamakshi, Yata Praveen Kumar, M. Vinoda Rani, Mallepally Rajender Reddy, Chintakuntla Nagamani, Ch Ravi, Thakur Suman S, Rao Ch. Mohan, S. Satyanarayana"
10.1039/c6dt00446f,"Gupta Rakesh Kumar, Kumar Amit, Paitandi Rajendra Prasad, Singh Roop Shikha, Mukhopadhyay Sujay, Verma Shiv Prakash, Das Parimal, Pandey Daya Shankar"
10.1016/j.ejmech.2013.11.005,"Shobha Devi C., Nagababu Penumaka, Natarajan Sumathi, Deepika N., Venkat Reddy P., Veerababu N., Singh Surya S., Satyanarayana S."
10.1016/j.ica.2013.12.022,"Dinda Joydev, Adhikary Sirsendu Das, Roymahapatra Gourisankar, Nakka Kiran K., Santra Manas Kumar"
10.1021/acs.inorgchem.9b02420,"Zhang Si-Qi, Meng Ting-Ting, Li Jia, Hong Fan, Liu Jin, Wang Youjun, Gao Li-Hua, Zhao Hua, Wang Ke-Zhi"
10.1039/c1dt11043h,"Bratsos Ioannis, Simonin Camilla, Zangrando Ennio, Gianferrara Teresa, Bergamo Alberta, Alessio Enzo"
10.1002/chem.202004954,"Swaminathan Srividya, Haribabu Jebiti, Kalagatur Naveen Kumar, Nikhil Maroli, Balakrishnan Nithya, Bhuvanesh Nattamai S. P., Kadirvelu Krishna, Kolandaivel Ponmalai, Karvembu Ramasamy"
10.1039/c9dt00441f,"Tian Na, Feng Yang, Sun Weize, Lu Jian, Lu Songsong, Yao Yishan, Li Chao, Wang Xuesong, Zhou Qianxiong"
10.1016/j.inoche.2020.108054,"Haribabu Jebiti, Srividya Swaminathan, Umapathi Reddicherla, Gayathri Dasararaju, Venkatesu Pannuru, Bhuvanesh Nattamai, Karvembu Ramasamy"
10.1039/c4dt03983a,"Purkait Kallol, Karmakar Subhendu, Bhattacharyya Sudipta, Chatterjee Saptarshi, Dey Suman Kr, Mukherjee Arindam"
10.1016/j.ab.2015.06.015,"Venkat Reddy Putta, Rajender Reddy Mallepally, Avudoddi Srishailam, Praveen Kumar Yata, Nagamani Chintakuntla, Deepika Nancherla, Nagasuryaprasad K, Satyanarayana Singh Surya, Satyanarayana Sirasani"
10.1016/j.poly.2018.06.035,"Rohini Gandhaveeti, Haribabu Jebiti, Aneesrahman K.N., Bhuvanesh Nattamai S.P., Ramaiah Konakanchi, Karvembu Ramasamy, Sreekanth Anandaram"
10.1039/c8dt02236d,"Pracharova Jitka, Novohradsky Vojtech, Kostrhunova Hana, Štarha Pavel, Trávníček Zdeněk, Kasparkova Jana, Brabec Viktor"
10.1039/d0cc06926d,"Qiao Liping, Liu Jiangping, Han Yunhong, Wei Fangmian, Liao Xinxing, Zhang Cheng, Xie Lina, Ji Liangnian, Chao Hui"
10.1016/j.jinorgbio.2018.05.011,"Becceneri Amanda Blanque, Popolin Cecília Patrícia, Plutin Ana Maria, Maistro Edson Luis, Castellano Eduardo Ernesto, Batista Alzir Azevedo, Cominetti Márcia Regina"
10.3389/fchem.2018.00595,"Sun Biyun, Musgrave Ian F., Day Anthony I., Heimann Kirsten, Keene F. Richard, Collins J. Grant"
10.1021/acs.inorgchem.3c00272,"Mishra Saumyaranjan, Tripathy Suman Kumar, Paul Debasish, Laha Paltan, Santra Manas Kumar, Patra Srikanta"
10.1016/j.ejmech.2020.112763,"Xu Zhishan, Huang Jie, Kong Deliang, Yang Yuliang, Guo Lihua, Jia Xianglei, Zhong Genshen, Liu Zhe"
10.1021/acs.inorgchem.0c02768,"Lenis-Rojas Oscar A., Robalo M. Paula, Tomaz Ana Isabel, Fernandes Alexandra R., Roma-Rodrigues Catarina, Teixeira Ricardo G., Marques Fernanda, Folgueira Mónica, Yáñez Julián, Gonzalez Anabel Alba, Salamini-Montemurri Martín, Pech-Puch Dawrin, Vázquez-García Digna, Torres Margarita López, Fernández Alberto, Fernández Jesús J."
10.1039/d0nj03664a,"Gopalakrishnan Durairaj, Sumithaa Chezhiyan, Kumar Arumugam Madan, Bhuvanesh Nattamai S. P., Ghorai Suvankar, Das Priyadip, Ganeshpandian Mani"
10.1016/j.poly.2022.115925,"Murali Mariappan, Latha Jegaratchagan, Prakash Pitchan Arul, Sangeetha Somasundaram, Selvakumaran Balasubramaniam, Jaabir Mohamed Sultan Mohamed"
10.1016/j.jinorgbio.2025.112959,"Dai Xiang-Yu, Shen Zheng-Qi, Zhang Yating, Liu Hanxue, Ren Meng, Wang Peisen, Li Ji, Xue Xuling, Liu Hong-Ke"
10.1021/acs.organomet.8b00004,"Haribabu Jebiti, Sabapathi Gopal, Tamizh Manoharan Muthu, Balachandran Chandrasekar, Bhuvanesh Nattamai S. P., Venuvanalingam Ponnambalam, Karvembu Ramasamy"
10.1155/2016/9672451,"Ejidike Ikechukwu P., Ajibade Peter A."
10.1021/acs.inorgchem.6b00359,"Chang Stephanie. W., Lewis Andrew R., Prosser Kathleen E., Thompson John R., Gladkikh Margarita, Bally Marcel B., Warren Jeffrey J., Walsby Charles J."
10.1002/ejic.201601163,"Parveen Shahida, Hanif Muhammad, Movassaghi Sanam, Sullivan Matthew P., Kubanik Mario, Shaheen Muhammad Ashraf, Söhnel Tilo, Jamieson Stephen M. F., Hartinger Christian G."
10.1016/j.jinorgbio.2017.08.034,"Arshad Jahanzaib, Hanif Muhammad, Movassaghi Sanam, Kubanik Mario, Waseem Amir, Söhnel Tilo, Jamieson Stephen M.F., Hartinger Christian G."
10.1016/j.jinorgbio.2012.06.005,"Rajendiran Venugopal, Palaniandavar Mallayan, Periasamy Vaiyapuri Subbarayan, Akbarsha Mohammad Abdulkader"
10.1016/j.inoche.2017.08.024,"Astudillo David, Galdámez Antonio, Sanguinetti Maritza E., Villena Joan, Thomet Franz A."
10.1016/j.poly.2014.07.024,"Almeida Marcio A.P., do Nascimento Fábio B., Graminha Angelica E., Ferreira Antonio G., Ellena Javier, Mello Francyelli M. dos S., de Lima Aliny P., Silveira-Lacerda Elisângela de P., Batista Alzir A."
10.1002/chem.201404448,"Sommer Michael G., Kureljak Petra, Urankar Damijana, Schweinfurth David, Stojanović Nikolina, Bubrin Martina, Gazvoda Martin, Osmak Maja, Sarkar Biprajit, Košmrlj Janez"
10.1039/b806341a,"Giovagnini Lorena, Sitran Sergio, Castagliuolo Ignazio, Brun Paola, Corsini Maddalena, Zanello Piero, Zoleo Alfonso, Maniero Annalisa, Biondi Barbara, Fregona Dolores"
10.1016/j.jinorgbio.2016.09.009,"Scintilla S., Brustolin L., Gambalunga A., Chiara F., Trevisan A., Nardon C., Fregona D."
10.1039/c4dt00569d,"Meier Samuel M., Novak Maria S., Kandioller Wolfgang, Jakupec Michael A., Roller Alexander, Keppler Bernhard K., Hartinger Christian G."
10.1039/c6dt01571a,"Florindo Pedro R., Pereira Diane M., Borralho Pedro M., Costa Paulo J., Piedade M. F. M., Rodrigues Cecília M. P., Fernandes Ana C."
10.1021/acs.organomet.8b00702,"Jeyalakshmi Kumaramangalam, Haribabu Jebiti, Balachandran Chandrasekar, Swaminathan Srividya, Bhuvanesh Nattamai S. P., Karvembu Ramasamy"
10.1016/j.poly.2014.05.067,"Tamasi Gabriella, Carpini Alice, Valensin Daniela, Messori Luigi, Pratesi Alessandro, Scaletti Federica, Jakupec Michael, Keppler Bernhard, Cini Renzo"
10.1016/j.ica.2015.01.045,"Eswaran Jayanthi, Sivalingam Kalaiselvi, Viswanatha Vijaya Padma, Nattamai S.P. Bhuvanesh, Nallasamy Dharmaraj"
10.1016/j.crci.2010.03.014,"Renfrew Anna K., Egger Alexander E., Scopelliti Rosario, Hartinger Christian G., Dyson Paul J."
10.1039/c6dt04295c,"Tamasi Gabriella, Merlino Antonello, Scaletti Federica, Heffeter Petra, Legin Anton A., Jakupec Michael A., Berger Walter, Messori Luigi, Keppler Bernhard K., Cini Renzo"
10.1039/d1dt02765d,"Gu Yun-Qiong, Shen Wen-Ying, Yang Qi-Yuan, Chen Zhen-Feng, Liang Hong"
10.1039/d3dt02940a,"Ishaniya Wickneswaran, Sumithaa Chezhiyan, Subramani Muthuraman, Karanath-Anilkumar Aswathy, Munuswamy-Ramanujam Ganesh, Madan Kumar Arumugam, Rajendran Saravanakumar, Ganeshpandian Mani"
10.1039/d4nj00259h,"Mounica Arangasamy, Kumar Arumugam Madan, Bhuvanesh Nattamai S. P., Ganeshpandian Mani"
10.1080/00958972.2022.2145472,"Paca Athandwe M., Singh Moganavelli, Ajibade Peter A."
10.1002/asia.202300804,"Arshad Jahan Zaib, Tabassum Sana, Kiani Muhammad Shaheer, Arshad Sundas, Hashmi Muhammad Ali, Majeed Imran, Ali Hassan, Shah Syed Shoaib Ahmad"
10.1016/j.jinorgbio.2022.112115,"Riaz Zahid, Lee Betty Y.T., Stjärnhage Julia, Movassaghi Sanam, Söhnel Tilo, Jamieson Stephen M.F., Shaheen Muhammad Ashraf, Hanif Muhammad, Hartinger Christian G."
10.1155/2021/5599773,"Balou Sofia, Zarkadoulas Athanasios, Koukouvitaki Maria, Marchiò Luciano, Efthimiadou Eleni K., Mitsopoulou Christiana A."
10.3390/ijms222011281,"Pivarcsik Tamás, Dömötör Orsolya, Mészáros János P., May Nóra V., Spengler Gabriella, Csuvik Oszkár, Szatmári István, Enyedy Éva A."
10.1039/d1dt00808k,"Mészáros János P., Pape Veronika F. S., Szakács Gergely, Németi Gábor, Dénes Márk, Holczbauer Tamás, May Nóra V., Enyedy Éva A."
10.1021/acs.inorgchem.0c00957,"Łomzik Michał, Hanif Muhammad, Budniok Aleksandra, Błauż Andrzej, Makal Anna, Tchoń Daniel M., Leśniewska Barbara, Tong Kelvin K. H., Movassaghi Sanam, Söhnel Tilo, Jamieson Stephen M. F., Zafar Ayesha, Reynisson Jóhannes, Rychlik Błażej, Hartinger Christian G., Plażuk Damian"
10.3390/pharmaceutics13101540,"Rubio Ana R., González Rocío, Busto Natalia, Vaquero Mónica, Iglesias Ana L., Jalón Félix A., Espino Gustavo, Rodríguez Ana M., García Begoña, Manzano Blanca R."
10.1016/j.bioadv.2022.213016,"Riccardi Claudia, Piccolo Marialuisa, Ferraro Maria Grazia, Graziano Raffaele, Musumeci Domenica, Trifuoggi Marco, Irace Carlo, Montesarchio Daniela"
10.1016/j.jinorgbio.2021.111380,"Xie Lina, Wang Lili, Guan Ruilin, Ji Liangnian, Chao Hui"
10.1039/c3dt32921f,"Chen Xiang, Wu Jing-Heng, Lai Ying-Wei, Zhao Rong, Chao Hui, Ji Liang-Nian"
10.1021/jm5005946,"Cardoso Carolina R., Lima Márcia V. S., Cheleski Juliana, Peterson Erica J., Venâncio Tiago, Farrell Nicholas P., Carlos Rose M."
10.1016/j.jinorgbio.2017.12.017,"Poljarević Jelena M., Tamás Gál G., May Nóra V., Spengler Gabriella, Dömötör Orsolya, Savić Aleksandar R., Grgurić-Šipka Sanja, Enyedy Éva A."
10.1016/j.ejmech.2018.12.022,"Côrte-Real Leonor, Karas Brittany, Gírio Patrícia, Moreno Alexis, Avecilla Fernando, Marques Fernanda, Buckley Brian T., Cooper Keith R., Doherty Cathleen, Falson Pierre, Garcia M. Helena, Valente Andreia"
10.1021/acs.organomet.7b00885,"Laurent Quentin, Batchelor Lucinda K., Dyson Paul J."
10.1016/j.jorganchem.2018.11.020,"Lapasam Agreeda, Hussain Omar, Phillips Roger M., Kaminsky Werner, Kollipara Mohan Rao"
10.1039/d4dt02992e,"Schleisiek Julia, Michaltsis Eleni, Mayer Stephan, Montesdeoca Nicolás, Karges Johannes"
10.1021/acs.jmedchem.6b00600,"Bijelic Aleksandar, Theiner Sarah, Keppler Bernhard K., Rompel Annette"
10.1021/ic502274b,"Pettinari Riccardo, Marchetti Fabio, Pettinari Claudio, Petrini Agnese, Scopelliti Rosario, Clavel Catherine M., Dyson Paul J."
10.1016/j.ejmech.2014.05.040,"Yu Qianqian, Liu Yanan, Xu Lei, Zheng Chuping, Le Fangling, Qin Xiuying, Liu Yanyu, Liu Jie"
10.1038/srep09157,"Cao Wenqiang, Zheng Wenjie, Chen Tianfeng"
10.1039/c4cc07926d,"Deng Zhiqin, Yu Lianling, Cao Wenqiang, Zheng Wenjie, Chen Tianfeng"
10.1021/om900345n,"Renfrew Anna K., Phillips Andrew D., Tapavicza Enrico, Scopelliti Rosario, Rothlisberger Ursula, Dyson Paul J."
10.1016/j.biomaterials.2017.03.017,"Deng Zhiqin, Gao Pan, Yu Lianling, Ma Bin, You Yuanyuan, Chan Leung, Mei Chaoming, Chen Tianfeng"
10.1039/c9dt00866g,"Meng Ting, Qin Qi-Pin, Chen Zi-Lu, Zou Hua-Hong, Wang Kai, Liang Fu-Pei"
10.1021/ic201388n,"Ruiz José, Rodríguez Venancio, Cutillas Natalia, Espinosa Arturo, Hannon Michael J."
10.1038/srep19449,"Zeng Leli, Chen Yu, Liu Jiangping, Huang Huaiyi, Guan Ruilin, Ji Liangnian, Chao Hui"
10.1039/C0DT00761G,"Govender Preshendren, Renfrew Anna K., Clavel Catherine M., Dyson Paul J., Therrien Bruno, Smith Gregory S."
10.1016/j.jinorgbio.2008.11.016,"Helena Garcia M., Morais Tânia S., Florindo Pedro, Piedade M. Fátima M., Moreno Virtudes, Ciudad Carlos, Noe Veronica"
10.1039/c5cc05172j,"Karaoun Nora, Renfrew Anna K."
10.1021/acs.inorgchem.8b01944,"Tian Zhenzhen, Li Juanjuan, Zhang Shumiao, Xu Zhishan, Yang Yuliang, Kong Deliang, Zhang Hairong, Ge Xingxing, Zhang Junming, Liu Zhe"
10.1021/jm021110e,"Hotze Anna C. G., Bacac Marina, Velders Aldrik H., Jansen Bart A. J., Kooijman Huub, Spek Anthony L., Haasnoot Jaap G., Reedijk Jan"
10.1016/j.ejmech.2009.11.055,"Grgurić-Šipka Sanja, Ivanović Ivanka, Rakić Gordana, Todorović Nina, Gligorijević Nevenka, Radulović Siniša, Arion Vladimir B., Keppler Bernhard K., Tešić Živoslav Lj."
10.1007/s00775-008-0460-x,"Corral Eva, Hotze Anna C. G., den Dulk Hans, Leczkowska Anna, Rodger Alison, Hannon Michael J., Reedijk Jan"
10.1021/om800774t,"Schuecker Raffael, John Roland O., Jakupec Michael A., Arion Vladimir B., Keppler Bernhard K."
10.1021/acs.organomet.7b00875,"Gatti Anna, Habtemariam Abraha, Romero-Canelón Isolda, Song Ji-Inn, Heer Bindy, Clarkson Guy J., Rogolino Dominga, Sadler Peter J., Carcelli Mauro"
10.1021/acs.organomet.5b00820,"Wu Qiong, Zheng Kangdi, Liao Siyan, Ding Yang, Li Yangqiu, Mei Wenjie"
10.1039/c2dt32216a,"Łakomska Iwona, Fandzloch Marzena, Muzioł Tadeusz, Lis Tadeusz, Jezierska Julia"
10.1021/acs.inorgchem.5b00802,"Agonigi Gabriele, Riedel Tina, Zacchini Stefano, Păunescu Emilia, Pampaloni Guido, Bartalucci Niccolò, Dyson Paul J., Marchetti Fabio"
10.1021/jm5002748,"Clavel Catherine M., Păunescu Emilia, Nowak-Sliwinska Patrycja, Griffioen Arjan W., Scopelliti Rosario, Dyson Paul J."
10.1039/b705449a,"Scolaro Claudine, Chaplin Adrian B., Hartinger Christian G., Bergamo Alberta, Cocchietto Moreno, Keppler Bernhard K., Sava Gianni, Dyson Paul J."
10.1039/c3mt20270d,"Qian Chen, Wang Jin-Quan, Song Cui-Lan, Wang Li-Li, Ji Liang-Nian, Chao Hui"
10.1039/c0mt00101e,"Groessl Michael, Zava Olivier, Dyson Paul J."
10.1124/jpet.105.089342,"Gaiddon C., Jeannequin P., Bischoff P., Pfeffer M., Sirlin C., Loeffler J.P."
10.1021/acs.nanolett.7b00132,"Shen Jianliang, Kim Han-Cheon, Wolfram Joy, Mu Chaofeng, Zhang Wei, Liu Haoran, Xie Yan, Mai Junhua, Zhang Hang, Li Zhi, Guevara Maria, Mao Zong-Wan, Shen Haifa"
10.1021/ic802220w,"Rajapakse Chandima S. K., Martínez Alberto, Naoulou Becky, Jarzecki Andrzej A., Suárez Liliana, Deregnaucourt Christiane, Sinou Véronique, Schrével Joseph, Musi Elgilda, Ambrosini Grazia, Schwartz Gary K., Sánchez-Delgado Roberto A."
10.1039/c1dt11950h,"Li Linlin, Wong Yum-Shing, Chen Tianfeng, Fan Cundong, Zheng Wenjie"
10.1039/c1dt10084j,"Tan Caiping, Wu Shouhai, Lai Sensen, Wang Minxu, Chen Yu, Zhou Lingjun, Zhu Yiping, Lian Wu, Peng Wenlie, Ji Liangnian, Xu Anlong"
10.1021/jm3000906,"Ginzinger Werner, Mühlgassner Gerhard, Arion Vladimir B., Jakupec Michael A., Roller Alexander, Galanski Mathea Sophia, Reithofer Michael, Berger Walter, Keppler Bernhard K."
10.1039/c4dt01392a,"Zhao Zhennan, Luo Zuandi, Wu Qiong, Zheng Wenjie, Feng Yanxian, Chen Tianfeng"
10.1021/jm500458c,"Pettinari Riccardo, Pettinari Claudio, Marchetti Fabio, Skelton Brian W., White Allan H., Bonfili Laura, Cuccioloni Massimiliano, Mozzicafreddo Matteo, Cecarini Valentina, Angeletti Mauro, Nabissi Massimo, Eleuteri Anna Maria"
10.1039/c4mt00044g,"Luo Zuandi, Yu Lianling, Yang Fang, Zhao Zhennan, Yu Bo, Lai Haoqiang, Wong Ka-Hing, Ngai Sai-Ming, Zheng Wenjie, Chen Tianfeng"
10.1002/cbic.200900013,"Zava Olivier, Zakeeruddin Shaik M., Danelon Christophe, Vogel Horst, Grätzel Michael, Dyson Paul J."
10.1021/om700813c,"Schmid Wolfgang F., John Roland O., Arion Vladimir B., Jakupec Michael A., Keppler Bernhard K."
10.1016/j.biochi.2011.07.025,"Yang Xiaoxin, Chen Lanmei, Liu Yanan, Yang Yongguang, Chen Tianfeng, Zheng Wenjie, Liu Jie, He Qing-Yu"
10.1039/c5dt01614b,"Massai Lara, Fernández-Gallardo Jacob, Guerri Annalisa, Arcangeli Annarosa, Pillozzi Serena, Contel María, Messori Luigi"
10.1007/s00775-018-1546-8,"Elie Benelita T., Pechenyy Yuriy, Uddin Fathema, Contel María"
10.1021/om101004z,"Filak Lukas K., Mühlgassner Gerhard, Bacher Felix, Roller Alexander, Galanski Mathea Sophia, Jakupec Michael A., Keppler Bernhard K., Arion Vladimir B."
10.1007/s00775-014-1187-5,"Mazuryk Olga, Magiera Katarzyna, Rys Barbara, Suzenet Franck, Kieda Claudine, Brindell Małgorzata"
10.1016/j.jinorgbio.2019.110752,"Karges Johannes, Blacque Olivier, Jakubaszek Marta, Goud Bruno, Goldner Philippe, Gasser Gilles"
10.1002/chem.201705561,"Zhao Zhennan, Gao Pan, You Yuanyuan, Chen Tianfeng"
10.18632/oncotarget.22248,"D’Sousa Costa Cinara O., Araujo Neto João H., Baliza Ingrid R.S., Dias Rosane B., Valverde Ludmila de F., Vidal Manuela T.A., Sales Caroline B.S., Rocha Clarissa A.G., Moreira Diogo R.M., Soares Milena B.P., Batista Alzir A., Bezerra Daniel P."
10.1016/j.jinorgbio.2015.08.012,"Lai Shang-Hai, Jiang Guang-Bin, Yao Jun-Hua, Li Wei, Han Bing-Jie, Zhang Cheng, Zeng Chuan-Chuan, Liu Yun-Jun"
10.1016/j.jinorgbio.2012.04.014,"Morais Tânia S., Silva Tiago J.L., Marques Fernanda, Robalo M. Paula, Avecilla Fernando, Madeira Paulo J. Amorim, Mendes Paulo J.G., Santos Isabel, Garcia M. Helena"
10.18632/oncotarget.13032,"Chen Lanmei, Li Guodong, Peng Fa, Jie Xinming, Dongye Guangzhi, Cai Kangrong, Feng Ruibing, Li Baojun, Zeng Qingwang, Lun Kaiyi, Chen Jincan, Xu Bilian"
10.1016/j.jinorgbio.2011.12.002,"Gligorijević Nevenka, Aranđelović Sandra, Filipović Lana, Jakovljević Ksenija, Janković Radmila, Grgurić-Šipka Sanja, Ivanović Ivanka, Radulović Siniša, Tešić Živoslav Lj."
10.1039/c6dt03591d,"Lenis-Rojas O. A., Fernandes A. R., Roma-Rodrigues C., Baptista P. V., Marques F., Pérez-Fernández D., Guerra-Varela J., Sánchez L., Vázquez-García D., Torres M. López, Fernández A., Fernández J. J."
10.1038/srep31973,"Gill Martin R., Harun Siti Norain, Halder Swagata, Boghozian Ramon A., Ramadan Kristijan, Ahmad Haslina, Vallis Katherine A."
10.1021/acsmedchemlett.9b00098,"Qin Qi-Pin, Wang Zhen-Feng, Huang Xiao-Ling, Tan Ming-Xiong, Shi Bei-Bei, Liang Hong"
10.1016/j.jinorgbio.2013.10.008,"Hufziger Kyle T., Thowfeik Fathima Shazna, Charboneau David J., Nieto Ismael, Dougherty William G., Kassel W. Scott, Dudley Timothy J., Merino Edward J., Papish Elizabeth T., Paul Jared J."
10.1021/acs.molpharmaceut.8b01154,"Naves Marina A., Graminha Angelica E., Vegas Legna C., Luna-Dulcey Liany, Honorato João, Menezes Antônio C. S., Batista Alzir A., Cominetti Marcia R."
10.1371/journal.pone.0105865,"Lima Aliny Pereira, Pereira Flávia Castro, Almeida Marcio Aurelio Pinheiro, Mello Francyelli Mariana Santos, Pires Wanessa Carvalho, Pinto Thallita Monteiro, Delella Flávia Karina, Felisbino Sérgio Luis, Moreno Virtudes, Batista Alzir Azevedo, de Paula Silveira-Lacerda Elisângela"
10.1039/c3nj01467c,"Jiang Guang-Bin, Yao Jun-Hua, Wang Ji, Li Wei, Han Bing-Jie, Xie Yang-Yin, Lin Gan-Jian, Huang Hong-Liang, Liu Yun-Jun"
10.3109/14756360903357577,"Thota Sreekanth, Karki Subhas S., Jayaveera K. N., Balzarini Jan, Clercq Erik De"
10.1002/aoc.6512,"Prabaharan Ramya, Rengan Ramesh, Umapathy Devan, Arockiam Antony Joseph Velanganni, Małecki Jan Grzegorz"
10.1039/C7NJ04442A,"Chotard Florian, Dondaine Lucile, Balan Cédric, Bettaïeb Ali, Paul Catherine, Le Gendre Pierre, Bodio Ewen"
10.1039/d0nj04958a,"Martínez-De-León Carla Gabriela, Flores Vallejo Rosario del Carmen, Rodríguez-Álvarez Aurora, Villareal María Luisa, Grévy Jean-Michel"
10.1080/00958972.2020.1782895,"Yadhukrishnan V. O., Muralisankar Mathiyan, Dheepika Ramachandran, Konakanchi Ramaiah, Bhuvanesh Nattamai S. P., Nagarajan Samuthira"
10.1016/j.inoche.2012.08.009,"Liu Yanyu, Yu Qianqian, Wang Chuan, Sun Dongdong, Huang Yongchao, Zhou Yanhui, Liu Jie"
10.1016/j.ica.2012.06.004,"Filak Lukas K., Göschl Simone, Hackl Stefanie, Jakupec Michael A., Arion Vladimir B."
10.1016/j.inoche.2016.04.025,"Chen Jin-can, Li Guo-dong, Peng Fa, Jie Xin-ming, Dongye Guang-zhi, Zhong Yu, Feng Rui-bing, Li Bao-jun, Qu Jiao-yue, Ding Yan, Chen Lan-mei"
10.1002/zaac.201600427,"Gichumbi Joel M., Omondi Bernard, Lazarus Geraldine, Singh Moganavelli, Shaikh Nazia, Chenia Hafizah Y., Friedrich Holger B."
10.1002/aoc.3640,"Palepu Narasinga Rao, Adhikari Sanjay, J Richard Premkumar, Verma Akalesh K., Shepherd Samantha L., Phillips Roger M., Kaminsky Werner, Kollipara Mohan Rao"
